char	count	code	unicode_hex	name	script	cat	bytes	bidi	combining	eaw	mirrored
ṉ	212640	7753	1E49	LATIN SMALL LETTER N WITH LINE BELOW	Latin	Ll	3	L	0	N	0
ת	212424	1514	5EA	HEBREW LETTER TAV	Hebrew	Lo	2	R	0	N	0
ତ	210503	2852	B24	ORIYA LETTER TA	Oriya	Lo	3	L	0	N	0
ف	210093	1601	641	ARABIC LETTER FEH	Arabic	Lo	2	AL	0	N	0
ട	209494	3359	D1F	MALAYALAM LETTER TTA	Malayalam	Lo	3	L	0	N	0
ર	209414	2736	AB0	GUJARATI LETTER RA	Gujarati	Lo	3	L	0	N	0
з	208740	1079	437	CYRILLIC SMALL LETTER ZE	Cyrillic	Ll	2	L	0	A	0
স	208405	2488	9B8	BENGALI LETTER SA	Bengali	Lo	3	L	0	N	0
π	208123	960	3C0	GREEK SMALL LETTER PI	Greek	Ll	2	L	0	A	0
ம	208082	2990	BAE	TAMIL LETTER MA	Tamil	Lo	3	L	0	N	0
ം	207456	3330	D02	MALAYALAM SIGN ANUSVARA	Malayalam	Mc	3	L	0	N	0
0	206597	48	30	DIGIT ZERO	Common	Nd	1	EN	0	Na	0
й	203435	1081	439	CYRILLIC SMALL LETTER SHORT I	Cyrillic	Ll	2	L	0	A	0
च	200807	2330	91A	DEVANAGARI LETTER CA	Devanagari	Lo	3	L	0	N	0
ো	199682	2507	9CB	BENGALI VOWEL SIGN O	Bengali	Mc	3	L	0	N	0
 	199447	160	A0	NO-BREAK SPACE	Common	Zs	2	CS	0	N	0
କ	198194	2837	B15	ORIYA LETTER KA	Oriya	Lo	3	L	0	N	0
پ	197839	1662	67E	ARABIC LETTER PEH	Arabic	Lo	2	AL	0	N	0
ပ	196389	4117	1015	MYANMAR LETTER PA	Myanmar	Lo	3	L	0	N	0
ர	196162	2992	BB0	TAMIL LETTER RA	Tamil	Lo	3	L	0	N	0
ש	194538	1513	5E9	HEBREW LETTER SHIN	Hebrew	Lo	2	R	0	N	0
เ	194395	3648	E40	THAI CHARACTER SARA E	Thai	Lo	3	L	0	N	0
ப	193907	2986	BAA	TAMIL LETTER PA	Tamil	Lo	3	L	0	N	0
מ	193397	1502	5DE	HEBREW LETTER MEM	Hebrew	Lo	2	R	0	N	0
ے	193236	1746	6D2	ARABIC LETTER YEH BARREE	Arabic	Lo	2	AL	0	N	0
ē	190970	275	113	LATIN SMALL LETTER E WITH MACRON	Latin	Ll	2	L	0	A	0
ದ	190461	3238	CA6	KANNADA LETTER DA	Kannada	Lo	3	L	0	N	0
X	189571	88	58	LATIN CAPITAL LETTER X	Latin	Lu	1	L	0	Na	0
̠	189412	800	320	COMBINING MINUS SIGN BELOW	Inherited	Mn	2	NSM	220	A	0
အ	189230	4129	1021	MYANMAR LETTER A	Myanmar	Lo	3	L	0	N	0
প	186864	2474	9AA	BENGALI LETTER PA	Bengali	Lo	3	L	0	N	0
і	185881	1110	456	CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I	Cyrillic	Ll	2	L	0	N	0
ł	185398	322	142	LATIN SMALL LETTER L WITH STROKE	Latin	Ll	2	L	0	A	0
อ	185394	3629	E2D	THAI CHARACTER O ANG	Thai	Lo	3	L	0	N	0
Q	185376	81	51	LATIN CAPITAL LETTER Q	Latin	Lu	1	L	0	Na	0
μ	184313	956	3BC	GREEK SMALL LETTER MU	Greek	Ll	2	L	0	A	0
দ	184070	2470	9A6	BENGALI LETTER DA	Bengali	Lo	3	L	0	N	0
ည	183417	4106	100A	MYANMAR LETTER NNYA	Myanmar	Lo	3	L	0	N	0
ਤ	182496	2596	A24	GURMUKHI LETTER TA	Gurmukhi	Lo	3	L	0	N	0
മ	182427	3374	D2E	MALAYALAM LETTER MA	Malayalam	Lo	3	L	0	N	0
ర	179801	3120	C30	TELUGU LETTER RA	Telugu	Lo	3	L	0	N	0
λ	177262	955	3BB	GREEK SMALL LETTER LAMDA	Greek	Ll	2	L	0	A	0
ш	176843	1096	448	CYRILLIC SMALL LETTER SHA	Cyrillic	Ll	2	L	0	A	0
ਰ	176812	2608	A30	GURMUKHI LETTER RA	Gurmukhi	Lo	3	L	0	N	0
ḡ	176315	7713	1E21	LATIN SMALL LETTER G WITH MACRON	Latin	Ll	3	L	0	N	0
ٍ	176246	1613	64D	ARABIC KASRATAN	Inherited	Mn	2	NSM	29	N	0
ž	175804	382	17E	LATIN SMALL LETTER Z WITH CARON	Latin	Ll	2	L	0	N	0
வ	175546	2997	BB5	TAMIL LETTER VA	Tamil	Lo	3	L	0	N	0
г	175161	1075	433	CYRILLIC SMALL LETTER GHE	Cyrillic	Ll	2	L	0	A	0
လ	173657	4124	101C	MYANMAR LETTER LA	Myanmar	Lo	3	L	0	N	0
«	173589	171	AB	LEFT-POINTING DOUBLE ANGLE QUOTATION MARK	Common	Pi	2	ON	0	N	1
̶	173407	822	336	COMBINING LONG STROKE OVERLAY	Inherited	Mn	2	NSM	1	A	0
ନ	173405	2856	B28	ORIYA LETTER NA	Oriya	Lo	3	L	0	N	0
ہ	173222	1729	6C1	ARABIC LETTER HEH GOAL	Arabic	Lo	2	AL	0	N	0
―	172963	8213	2015	HORIZONTAL BAR	Common	Pd	3	ON	0	A	0
ರ	171772	3248	CB0	KANNADA LETTER RA	Kannada	Lo	3	L	0	N	0
ன	171128	2985	BA9	TAMIL LETTER NNNA	Tamil	Lo	3	L	0	N	0
త	170038	3108	C24	TELUGU LETTER TA	Telugu	Lo	3	L	0	N	0
ှ	169839	4158	103E	MYANMAR CONSONANT SIGN MEDIAL HA	Myanmar	Mn	3	NSM	0	N	0
ମ	169384	2862	B2E	ORIYA LETTER MA	Oriya	Lo	3	L	0	N	0
ু	169083	2497	9C1	BENGALI VOWEL SIGN U	Bengali	Mn	3	NSM	0	N	0
้	168249	3657	E49	THAI CHARACTER MAI THO	Thai	Mn	3	NSM	107	N	0
ய	167962	2991	BAF	TAMIL LETTER YA	Tamil	Lo	3	L	0	N	0
ਹ	167954	2617	A39	GURMUKHI LETTER HA	Gurmukhi	Lo	3	L	0	N	0
ง	166985	3591	E07	THAI CHARACTER NGO NGU	Thai	Lo	3	L	0	N	0
گ	165055	1711	6AF	ARABIC LETTER GAF	Arabic	Lo	2	AL	0	N	0
ਨ	163836	2600	A28	GURMUKHI LETTER NA	Gurmukhi	Lo	3	L	0	N	0
æ	163493	230	E6	LATIN SMALL LETTER AE	Latin	Ll	2	L	0	A	0
ⁿ	163448	8319	207F	SUPERSCRIPT LATIN SMALL LETTER N	Latin	Lm	3	L	0	A	0
Ꞌ	162023	42891	A78B	LATIN CAPITAL LETTER SALTILLO	Latin	Lu	3	L	0	N	0
š	161283	353	161	LATIN SMALL LETTER S WITH CARON	Latin	Ll	2	L	0	N	0
ï	160320	239	EF	LATIN SMALL LETTER I WITH DIAERESIS	Latin	Ll	2	L	0	N	0
»	159213	187	BB	RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK	Common	Pf	2	ON	0	N	1
ۇ	158959	1735	6C7	ARABIC LETTER U	Arabic	Lo	2	AL	0	N	0
ز	158898	1586	632	ARABIC LETTER ZAIN	Arabic	Lo	2	AL	0	N	0
่	155853	3656	E48	THAI CHARACTER MAI EK	Thai	Mn	3	NSM	107	N	0
इ	153787	2311	907	DEVANAGARI LETTER I	Devanagari	Lo	3	L	0	N	0
ч	153682	1095	447	CYRILLIC SMALL LETTER CHE	Cyrillic	Ll	2	L	0	A	0
υ	153507	965	3C5	GREEK SMALL LETTER UPSILON	Greek	Ll	2	L	0	A	0
خ	153498	1582	62E	ARABIC LETTER KHAH	Arabic	Lo	2	AL	0	N	0
ь	152734	1100	44C	CYRILLIC SMALL LETTER SOFT SIGN	Cyrillic	Ll	2	L	0	A	0
ै	152327	2376	948	DEVANAGARI VOWEL SIGN AI	Devanagari	Mn	3	NSM	0	N	0
ख	152225	2326	916	DEVANAGARI LETTER KHA	Devanagari	Lo	3	L	0	N	0
ɡ	151662	609	261	LATIN SMALL LETTER SCRIPT G	Latin	Ll	2	L	0	A	0
ū	151390	363	16B	LATIN SMALL LETTER U WITH MACRON	Latin	Ll	2	L	0	A	0
క	151317	3093	C15	TELUGU LETTER KA	Telugu	Lo	3	L	0	N	0
ਿ	150596	2623	A3F	GURMUKHI VOWEL SIGN I	Gurmukhi	Mc	3	L	0	N	0
ֶ	150475	1462	5B6	HEBREW POINT SEGOL	Hebrew	Mn	2	NSM	16	N	0
̨	150053	808	328	COMBINING OGONEK	Inherited	Mn	2	NSM	202	A	0
ע	149270	1506	5E2	HEBREW LETTER AYIN	Hebrew	Lo	2	R	0	N	0
э	149081	1101	44D	CYRILLIC SMALL LETTER E	Cyrillic	Ll	2	L	0	A	0
ḻ	148934	7739	1E3B	LATIN SMALL LETTER L WITH LINE BELOW	Latin	Ll	3	L	0	N	0
उ	148669	2313	909	DEVANAGARI LETTER U	Devanagari	Lo	3	L	0	N	0
ج	148581	1580	62C	ARABIC LETTER JEEM	Arabic	Lo	2	AL	0	N	0
ం	148573	3074	C02	TELUGU SIGN ANUSVARA	Telugu	Mc	3	L	0	N	0
ֹ	147540	1465	5B9	HEBREW POINT HOLAM	Hebrew	Mn	2	NSM	19	N	0
ျ	146882	4155	103B	MYANMAR CONSONANT SIGN MEDIAL YA	Myanmar	Mc	3	L	0	N	0
ୁ	146596	2881	B41	ORIYA VOWEL SIGN U	Oriya	Mn	3	NSM	0	N	0
စ	146491	4101	1005	MYANMAR LETTER CA	Myanmar	Lo	3	L	0	N	0
મ	145214	2734	AAE	GUJARATI LETTER MA	Gujarati	Lo	3	L	0	N	0
ਸ	144880	2616	A38	GURMUKHI LETTER SA	Gurmukhi	Lo	3	L	0	N	0
ല	144752	3378	D32	MALAYALAM LETTER LA	Malayalam	Lo	3	L	0	N	0
ą	144667	261	105	LATIN SMALL LETTER A WITH OGONEK	Latin	Ll	2	L	0	N	0
వ	143688	3125	C35	TELUGU LETTER VA	Telugu	Lo	3	L	0	N	0
ם	143433	1501	5DD	HEBREW LETTER FINAL MEM	Hebrew	Lo	2	R	0	N	0
ย	141326	3618	E22	THAI CHARACTER YO YAK	Thai	Lo	3	L	0	N	0
ಾ	140874	3262	CBE	KANNADA VOWEL SIGN AA	Kannada	Mc	3	L	0	N	0
ವ	140477	3253	CB5	KANNADA LETTER VA	Kannada	Lo	3	L	0	N	0
đ	140322	273	111	LATIN SMALL LETTER D WITH STROKE	Latin	Ll	2	L	0	A	0
ସ	140276	2872	B38	ORIYA LETTER SA	Oriya	Lo	3	L	0	N	0
ਦ	139923	2598	A26	GURMUKHI LETTER DA	Gurmukhi	Lo	3	L	0	N	0
ए	137556	2319	90F	DEVANAGARI LETTER E	Devanagari	Lo	3	L	0	N	0
ட	135376	2975	B9F	TAMIL LETTER TTA	Tamil	Lo	3	L	0	N	0
ల	135081	3122	C32	TELUGU LETTER LA	Telugu	Lo	3	L	0	N	0
ച	134704	3354	D1A	MALAYALAM LETTER CA	Malayalam	Lo	3	L	0	N	0
ೆ	134639	3270	CC6	KANNADA VOWEL SIGN E	Kannada	Mn	3	L	0	N	0
נ	134145	1504	5E0	HEBREW LETTER NUN	Hebrew	Lo	2	R	0	N	0
|	133337	124	7C	VERTICAL LINE	Common	Sm	1	ON	0	Na	0
ھ	132711	1726	6BE	ARABIC LETTER HEH DOACHASHMEE	Arabic	Lo	2	AL	0	N	0
भ	132135	2349	92D	DEVANAGARI LETTER BHA	Devanagari	Lo	3	L	0	N	0
，	130477	65292	FF0C	FULLWIDTH COMMA	Common	Po	3	CS	0	F	0
അ	129864	3333	D05	MALAYALAM LETTER A	Malayalam	Lo	3	L	0	N	0
अ	129618	2309	905	DEVANAGARI LETTER A	Devanagari	Lo	3	L	0	N	0
ح	129207	1581	62D	ARABIC LETTER HAH	Arabic	Lo	2	AL	0	N	0
أ	128828	1571	623	ARABIC LETTER ALEF WITH HAMZA ABOVE	Arabic	Lo	2	AL	0	N	0
ી	128600	2752	AC0	GUJARATI VOWEL SIGN II	Gujarati	Mc	3	L	0	N	0
ก	128046	3585	E01	THAI CHARACTER KO KAI	Thai	Lo	3	L	0	N	0
ὶ	127230	8054	1F76	GREEK SMALL LETTER IOTA WITH VARIA	Greek	Ll	3	L	0	N	0
ં	127109	2690	A82	GUJARATI SIGN ANUSVARA	Gujarati	Mn	3	NSM	0	N	0
ਂ	126818	2562	A02	GURMUKHI SIGN BINDI	Gurmukhi	Mn	3	NSM	0	N	0
ક	125379	2709	A95	GUJARATI LETTER KA	Gujarati	Lo	3	L	0	N	0
ỹ	125232	7929	1EF9	LATIN SMALL LETTER Y WITH TILDE	Latin	Ll	3	L	0	N	0
ɓ	124317	595	253	LATIN SMALL LETTER B WITH HOOK	Latin	Ll	2	L	0	N	0
1	124233	49	31	DIGIT ONE	Common	Nd	1	EN	0	Na	0
ว	123928	3623	E27	THAI CHARACTER WO WAEN	Thai	Lo	3	L	0	N	0
ോ	123910	3403	D4B	MALAYALAM VOWEL SIGN OO	Malayalam	Mc	3	L	0	N	0
ય	123691	2735	AAF	GUJARATI LETTER YA	Gujarati	Lo	3	L	0	N	0
थ	123232	2341	925	DEVANAGARI LETTER THA	Devanagari	Lo	3	L	0	N	0
ો	123049	2763	ACB	GUJARATI VOWEL SIGN O	Gujarati	Mc	3	L	0	N	0
ପ	123022	2858	B2A	ORIYA LETTER PA	Oriya	Lo	3	L	0	N	0
ต	122520	3605	E15	THAI CHARACTER TO TAO	Thai	Lo	3	L	0	N	0
₂	122415	8322	2082	SUBSCRIPT TWO	Common	No	3	EN	0	A	0
ప	122243	3114	C2A	TELUGU LETTER PA	Telugu	Lo	3	L	0	N	0
ˉ	121254	713	2C9	MODIFIER LETTER MACRON	Common	Lm	2	ON	0	A	0
ม	120222	3617	E21	THAI CHARACTER MO MA	Thai	Lo	3	L	0	N	0
વ	119964	2741	AB5	GUJARATI LETTER VA	Gujarati	Lo	3	L	0	N	0
੍	118934	2637	A4D	GURMUKHI SIGN VIRAMA	Gurmukhi	Mn	3	NSM	9	N	0
ṅ	118181	7749	1E45	LATIN SMALL LETTER N WITH DOT ABOVE	Latin	Ll	3	L	0	N	0
ֵ	118072	1461	5B5	HEBREW POINT TSERE	Hebrew	Mn	2	NSM	15	N	0
δ	117745	948	3B4	GREEK SMALL LETTER DELTA	Greek	Ll	2	L	0	A	0
়	117105	2492	9BC	BENGALI SIGN NUKTA	Bengali	Mn	3	NSM	7	N	0
ᤠ	116627	6432	1920	LIMBU VOWEL SIGN A	Limbu	Mn	3	NSM	0	N	0
ူ	116505	4144	1030	MYANMAR VOWEL SIGN UU	Myanmar	Mn	3	NSM	0	N	0
ц	116355	1094	446	CYRILLIC SMALL LETTER TSE	Cyrillic	Ll	2	L	0	A	0
ல	115930	2994	BB2	TAMIL LETTER LA	Tamil	Lo	3	L	0	N	0
כ	114638	1499	5DB	HEBREW LETTER KAF	Hebrew	Lo	2	R	0	N	0
య	114478	3119	C2F	TELUGU LETTER YA	Telugu	Lo	3	L	0	N	0
ಗ	114279	3223	C97	KANNADA LETTER GA	Kannada	Lo	3	L	0	N	0
ੀ	114272	2624	A40	GURMUKHI VOWEL SIGN II	Gurmukhi	Mc	3	L	0	N	0
ङ	114226	2329	919	DEVANAGARI LETTER NGA	Devanagari	Lo	3	L	0	N	0
സ	114147	3384	D38	MALAYALAM LETTER SA	Malayalam	Lo	3	L	0	N	0
ะ	114031	3632	E30	THAI CHARACTER SARA A	Thai	Lo	3	L	0	N	0
[	112935	91	5B	LEFT SQUARE BRACKET	Common	Ps	1	ON	0	Na	1
]	112859	93	5D	RIGHT SQUARE BRACKET	Common	Pe	1	ON	0	Na	1
হ	112367	2489	9B9	BENGALI LETTER HA	Bengali	Lo	3	L	0	N	0
ἐ	112346	7952	1F10	GREEK SMALL LETTER EPSILON WITH PSILI	Greek	Ll	3	L	0	N	0
ை	112342	3016	BC8	TAMIL VOWEL SIGN AI	Tamil	Mc	3	L	0	N	0
ಲ	112130	3250	CB2	KANNADA LETTER LA	Kannada	Lo	3	L	0	N	0
ⱪ	111605	11370	2C6A	LATIN SMALL LETTER K WITH DESCENDER	Latin	Ll	3	L	0	N	0
қ	110890	1179	49B	CYRILLIC SMALL LETTER KA WITH DESCENDER	Cyrillic	Ll	2	L	0	N	0
ਕ	110624	2581	A15	GURMUKHI LETTER KA	Gurmukhi	Lo	3	L	0	N	0
ư	110314	432	1B0	LATIN SMALL LETTER U WITH HORN	Latin	Ll	2	L	0	N	0
ွ	110079	4157	103D	MYANMAR CONSONANT SIGN MEDIAL WA	Myanmar	Mn	3	NSM	0	N	0
ခ	109760	4097	1001	MYANMAR LETTER KHA	Myanmar	Lo	3	L	0	N	0
ฺ	109402	3642	E3A	THAI CHARACTER PHINTHU	Thai	Mn	3	NSM	9	N	0
ತ	109305	3236	CA4	KANNADA LETTER TA	Kannada	Lo	3	L	0	N	0
ד	108918	1491	5D3	HEBREW LETTER DALET	Hebrew	Lo	2	R	0	N	0
ں	108264	1722	6BA	ARABIC LETTER NOON GHUNNA	Arabic	Lo	2	AL	0	N	0
റ	107847	3377	D31	MALAYALAM LETTER RRA	Malayalam	Lo	3	L	0	N	0
ହ	107364	2873	B39	ORIYA LETTER HA	Oriya	Lo	3	L	0	N	0
േ	107091	3399	D47	MALAYALAM VOWEL SIGN EE	Malayalam	Mc	3	L	0	N	0
ั	106522	3633	E31	THAI CHARACTER MAI HAN-AKAT	Thai	Mn	3	NSM	0	N	0
మ	106089	3118	C2E	TELUGU LETTER MA	Telugu	Lo	3	L	0	N	0
ങ	105884	3353	D19	MALAYALAM LETTER NGA	Malayalam	Lo	3	L	0	N	0
的	105839	30340	7684	CJK UNIFIED IDEOGRAPH-7684	Han	Lo	3	L	0	W	0
ܵ	105653	1845	735	SYRIAC ZQAPHA DOTTED	Syriac	Mn	2	NSM	230	N	0
ள	105163	2995	BB3	TAMIL LETTER LLA	Tamil	Lo	3	L	0	N	0
ท	105048	3607	E17	THAI CHARACTER THO THAHAN	Thai	Lo	3	L	0	N	0
ิ	104847	3636	E34	THAI CHARACTER SARA I	Thai	Mn	3	NSM	0	N	0
η	104670	951	3B7	GREEK SMALL LETTER ETA	Greek	Ll	2	L	0	A	0
আ	104589	2438	986	BENGALI LETTER AA	Bengali	Lo	3	L	0	N	0
්	104316	3530	DCA	SINHALA SIGN AL-LAKUNA	Sinhala	Mn	3	NSM	9	N	0
چ	104158	1670	686	ARABIC LETTER TCHEH	Arabic	Lo	2	AL	0	N	0
ಕ	103957	3221	C95	KANNADA LETTER KA	Kannada	Lo	3	L	0	N	0
ద	103220	3110	C26	TELUGU LETTER DA	Telugu	Lo	3	L	0	N	0
औ	102392	2324	914	DEVANAGARI LETTER AU	Devanagari	Lo	3	L	0	N	0
ந	102232	2984	BA8	TAMIL LETTER NA	Tamil	Lo	3	L	0	N	0
પ	101716	2730	AAA	GUJARATI LETTER PA	Gujarati	Lo	3	L	0	N	0
ਵ	101280	2613	A35	GURMUKHI LETTER VA	Gurmukhi	Lo	3	L	0	N	0
γ	101110	947	3B3	GREEK SMALL LETTER GAMMA	Greek	Ll	2	L	0	A	0
ล	99840	3621	E25	THAI CHARACTER LO LING	Thai	Lo	3	L	0	N	0
ယ	99663	4122	101A	MYANMAR LETTER YA	Myanmar	Lo	3	L	0	N	0
ే	99549	3143	C47	TELUGU VOWEL SIGN EE	Telugu	Mn	3	NSM	0	N	0
ବ	97657	2860	B2C	ORIYA LETTER BA	Oriya	Lo	3	L	0	N	0
ါ	97161	4139	102B	MYANMAR VOWEL SIGN TALL AA	Myanmar	Mc	3	L	0	N	0
শ	97078	2486	9B6	BENGALI LETTER SHA	Bengali	Lo	3	L	0	N	0
။	96772	4171	104B	MYANMAR SIGN SECTION	Myanmar	Po	3	L	0	N	0
ള	95675	3379	D33	MALAYALAM LETTER LLA	Malayalam	Lo	3	L	0	N	0
7	95058	55	37	DIGIT SEVEN	Common	Nd	1	EN	0	Na	0
ੱ	94893	2673	A71	GURMUKHI ADDAK	Gurmukhi	Mn	3	NSM	0	N	0
ܐ	94787	1808	710	SYRIAC LETTER ALAPH	Syriac	Lo	2	AL	0	N	0
ş	94782	351	15F	LATIN SMALL LETTER S WITH CEDILLA	Latin	Ll	2	L	0	N	0
ँ	94281	2305	901	DEVANAGARI SIGN CANDRABINDU	Devanagari	Mn	3	NSM	0	N	0
ৱ	94198	2545	9F1	BENGALI LETTER RA WITH LOWER DIAGONAL	Bengali	Lo	3	L	0	N	0
х	94049	1093	445	CYRILLIC SMALL LETTER HA	Cyrillic	Ll	2	L	0	A	0
2	93985	50	32	DIGIT TWO	Common	Nd	1	EN	0	Na	0
θ	93721	952	3B8	GREEK SMALL LETTER THETA	Greek	Ll	2	L	0	A	0
સ	93439	2744	AB8	GUJARATI LETTER SA	Gujarati	Lo	3	L	0	N	0
ω	93268	969	3C9	GREEK SMALL LETTER OMEGA	Greek	Ll	2	L	0	A	0
ח	92744	1495	5D7	HEBREW LETTER HET	Hebrew	Lo	2	R	0	N	0
ಯ	92500	3247	CAF	KANNADA LETTER YA	Kannada	Lo	3	L	0	N	0
ദ	92277	3366	D26	MALAYALAM LETTER DA	Malayalam	Lo	3	L	0	N	0
ਮ	92199	2606	A2E	GURMUKHI LETTER MA	Gurmukhi	Lo	3	L	0	N	0
ׁ	92142	1473	5C1	HEBREW POINT SHIN DOT	Hebrew	Mn	2	NSM	24	N	0
స	90062	3128	C38	TELUGU LETTER SA	Telugu	Lo	3	L	0	N	0
ί	89217	943	3AF	GREEK SMALL LETTER IOTA WITH TONOS	Greek	Ll	2	L	0	N	0
ን	88975	4757	1295	ETHIOPIC SYLLABLE NE	Ethiopic	Lo	3	L	0	N	0
8	88524	56	38	DIGIT EIGHT	Common	Nd	1	EN	0	Na	0
ห	88045	3627	E2B	THAI CHARACTER HO HIP	Thai	Lo	3	L	0	N	0
জ	87944	2460	99C	BENGALI LETTER JA	Bengali	Lo	3	L	0	N	0
្	87428	6098	17D2	KHMER SIGN COENG	Khmer	Mn	3	NSM	9	N	0
ƚ	86636	410	19A	LATIN SMALL LETTER L WITH BAR	Latin	Ll	2	L	0	N	0
ુ	86483	2753	AC1	GUJARATI VOWEL SIGN U	Gujarati	Mn	3	NSM	0	N	0
Ⲉ	85299	11400	2C88	COPTIC CAPITAL LETTER EIE	Coptic	Lu	3	L	0	N	0
ই	85262	2439	987	BENGALI LETTER I	Bengali	Lo	3	L	0	N	0
־	85208	1470	5BE	HEBREW PUNCTUATION MAQAF	Hebrew	Pd	2	R	0	N	0
फ	84930	2347	92B	DEVANAGARI LETTER PHA	Devanagari	Lo	3	L	0	N	0
ṯ	84908	7791	1E6F	LATIN SMALL LETTER T WITH LINE BELOW	Latin	Ll	3	L	0	N	0
ⲉ	84835	11401	2C89	COPTIC SMALL LETTER EIE	Coptic	Ll	3	L	0	N	0
ੋ	84494	2635	A4B	GURMUKHI VOWEL SIGN OO	Gurmukhi	Mn	3	NSM	0	N	0
ส	84372	3626	E2A	THAI CHARACTER SO SUA	Thai	Lo	3	L	0	N	0
‌	84158	8204	200C	ZERO WIDTH NON-JOINER	Inherited	Cf	3	BN	0	N	0
ச	84033	2970	B9A	TAMIL LETTER CA	Tamil	Lo	3	L	0	N	0
ٌ	83835	1612	64C	ARABIC DAMMATAN	Inherited	Mn	2	NSM	28	N	0
డ	83104	3105	C21	TELUGU LETTER DDA	Telugu	Lo	3	L	0	N	0
ێ	82879	1742	6CE	ARABIC LETTER YEH WITH SMALL V	Arabic	Lo	2	AL	0	N	0
ण	82863	2339	923	DEVANAGARI LETTER NNA	Devanagari	Lo	3	L	0	N	0
ˀ	82823	704	2C0	MODIFIER LETTER GLOTTAL STOP	Common	Lm	2	L	0	N	0
。	82626	12290	3002	IDEOGRAPHIC FULL STOP	Common	Po	3	ON	0	W	0
֣	82513	1443	5A3	HEBREW ACCENT MUNAH	Hebrew	Mn	2	NSM	220	N	0
ֽ	82403	1469	5BD	HEBREW POINT METEG	Hebrew	Mn	2	NSM	22	N	0
ᤧ	81689	6439	1927	LIMBU VOWEL SIGN E	Limbu	Mn	3	NSM	0	N	0
ಮ	81674	3246	CAE	KANNADA LETTER MA	Kannada	Lo	3	L	0	N	0
ே	81671	3015	BC7	TAMIL VOWEL SIGN EE	Tamil	Mc	3	L	0	N	0
ۆ	81666	1734	6C6	ARABIC LETTER OE	Arabic	Lo	2	AL	0	N	0
ထ	81114	4113	1011	MYANMAR LETTER THA	Myanmar	Lo	3	L	0	N	0
ụ	81053	7909	1EE5	LATIN SMALL LETTER U WITH DOT BELOW	Latin	Ll	3	L	0	N	0
၏	80851	4175	104F	MYANMAR SYMBOL GENITIVE	Myanmar	Po	3	L	0	N	0
చ	80846	3098	C1A	TELUGU LETTER CA	Telugu	Lo	3	L	0	N	0
ଦ	80691	2854	B26	ORIYA LETTER DA	Oriya	Lo	3	L	0	N	0
ਲ	80512	2610	A32	GURMUKHI LETTER LA	Gurmukhi	Lo	3	L	0	N	0
િ	80040	2751	ABF	GUJARATI VOWEL SIGN I	Gujarati	Mc	3	L	0	N	0
ข	79760	3586	E02	THAI CHARACTER KHO KHAI	Thai	Lo	3	L	0	N	0
ˋ	79686	715	2CB	MODIFIER LETTER GRAVE ACCENT	Common	Lm	2	ON	0	A	0
छ	79586	2331	91B	DEVANAGARI LETTER CHA	Devanagari	Lo	3	L	0	N	0
ో	79558	3147	C4B	TELUGU VOWEL SIGN OO	Telugu	Mn	3	NSM	0	N	0
ٱ	79337	1649	671	ARABIC LETTER ALEF WASLA	Arabic	Lo	2	AL	0	N	0
ɣ	78973	611	263	LATIN SMALL LETTER GAMMA	Latin	Ll	2	L	0	N	0
ὐ	78826	8016	1F50	GREEK SMALL LETTER UPSILON WITH PSILI	Greek	Ll	3	L	0	N	0
غ	78801	1594	63A	ARABIC LETTER GHAIN	Arabic	Lo	2	AL	0	N	0
ಸ	78435	3256	CB8	KANNADA LETTER SA	Kannada	Lo	3	L	0	N	0
¡	78263	161	A1	INVERTED EXCLAMATION MARK	Common	Po	2	ON	0	A	0
હ	77541	2745	AB9	GUJARATI LETTER HA	Gujarati	Lo	3	L	0	N	0
׃	77492	1475	5C3	HEBREW PUNCTUATION SOF PASUQ	Hebrew	Po	2	R	0	N	0
พ	77409	3614	E1E	THAI CHARACTER PHO PHAN	Thai	Lo	3	L	0	N	0
၊	77289	4170	104A	MYANMAR SIGN LITTLE SECTION	Myanmar	Po	3	L	0	N	0
จ	76784	3592	E08	THAI CHARACTER CHO CHAN	Thai	Lo	3	L	0	N	0
ड	76705	2337	921	DEVANAGARI LETTER DDA	Devanagari	Lo	3	L	0	N	0
ਆ	76649	2566	A06	GURMUKHI LETTER AA	Gurmukhi	Lo	3	L	0	N	0
ਪ	76191	2602	A2A	GURMUKHI LETTER PA	Gurmukhi	Lo	3	L	0	N	0
ç	76160	231	E7	LATIN SMALL LETTER C WITH CEDILLA	Latin	Ll	2	L	0	N	0
ံ	76158	4150	1036	MYANMAR SIGN ANUSVARA	Myanmar	Mn	3	NSM	0	N	0
ˈ	76066	712	2C8	MODIFIER LETTER VERTICAL LINE	Common	Lm	2	ON	0	N	0
ई	76033	2312	908	DEVANAGARI LETTER II	Devanagari	Lo	3	L	0	N	0
ี	75943	3637	E35	THAI CHARACTER SARA II	Thai	Mn	3	NSM	0	N	0
ੰ	75919	2672	A70	GURMUKHI TIPPI	Gurmukhi	Mn	3	NSM	0	N	0
ด	75740	3604	E14	THAI CHARACTER DO DEK	Thai	Lo	3	L	0	N	0
ō	75360	333	14D	LATIN SMALL LETTER O WITH MACRON	Latin	Ll	2	L	0	A	0
ണ	74876	3363	D23	MALAYALAM LETTER NNA	Malayalam	Lo	3	L	0	N	0
