"languageCode","translationId","languageName","languageNameInEnglish","dialect","homeDomain","title","description","Redistributable","Copyright","UpdateDate","publicationURL","OTbooks","OTchapters","OTverses","NTbooks","NTchapters","NTverses","DCbooks","DCchapters","DCverses","FCBHID","Certified","inScript","swordName","rodCode","textDirection","downloadable","font","shortTitle","PODISBN","script","sourceDate"
"any","any","Agni Sanvi","Agni Sanvi","","ebible.org","Nyɩhyɛ Fʋfɔlɛʼn","Anyin: Nyɩhyɛ Fʋfɔlɛʼn New Testament","False","Copyright © 1997 Wycliffe Bible Translators, Inc.","2024-02-11","http://ebible.org/any/","0","0","0","27","260","7959","0","0","0","ANYWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","any1997eb","","ltr","True","Gentium Plus","Anyin: Nyɩhyɛ Fʋfɔlɛʼn New Testament","","Latin","2020-11-14"
"aoi","aoi","Anindilyakwa","Anindilyakwa","","ebible.org","Anindilyakwa Bible","Portions of the Holy Bible in the Anindilyakwa language of Australia","True","Copyright © 2019 Bible Society of Australia","2022-05-27","http://ebible.org/aoi/","2","54","1486","5","62","2332","0","0","0","AOIBIB","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","aoi2019eb","","ltr","True","Gentium Plus","Anindilyakwa Bible","","Latin","2022-05-27"
"aoj","aoj","Mufian","Mufian","Mufian","ebible.org","Basef Buꞌwafi Godi","The New Testament in the Mufian Language","True","Copyright © 1998 Wycliffe Bible Translators, Inc.","2013-07-19","http://ebible.org/aoj/","0","0","0","27","260","7829","0","0","0","AOJWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","aojM1998eb","","ltr","True","Gentium Plus","Mufian NT","","Latin","2013-07-19"
"aoj","aoj-filifita","Filifita","Filifita dialect of Mufian","Filifita or Ilahita","png.bible","BASEF BUꞋWAMI GODI","The New Testament in the Filifita Language (Ilahita Dialect), East Sepik Province, PAPUA NEW GUINEA","True","Copyright © 1998 Wycliffe Bible Translators, Inc.","2012-11-18","http://png.bible/aoj-filifita/","0","0","0","27","260","7828","0","0","0","AOJFIL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","aojF1998eb","20757","ltr","True","Andika","Filifita NT","978-1-5313-0039-5","Latin","2020-10-09"
"aom","aom","Ömie","Omie","","png.bible","God-are Jögoru I'oho","The New Testament in the Omie language of Papua New Guinea","True","Copyright © 1991 Wycliffe Bible Translators, Inc.","2012-10-23","http://png.bible/aom/","0","0","0","27","260","7909","0","0","0","AOMTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","aom1991eb","","ltr","True","Andika","Omie NT","978-1-5313-0040-1","Latin","2020-10-09"
"aon","aon","Arapesh","Arapesh","Central","png.bible","IRUHIN ANANIN BARAEN","The New Testament in the Central dialect of the Arapesh language of Papua New Guinea","True","Copyright © 2003 Wycliffe Bible Translators, Inc.","2013-01-05","http://png.bible/aon/","0","0","0","27","260","7832","0","0","0","AONWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","aon2003eb","","ltr","True","Andika","Arapesh NT","978-1-5313-0041-8","Latin","2020-10-09"
"apb","apb","Sa'a","Sa'a","","ebible.org","Tataroha Diana i Sulie Aalaha Ikie a Jisas Kraes","The New Testament in the Sa'a language of the Solomon Islands","True","Copyright © 2005 Wycliffe Bible Translators, Inc.","2023-04-22","http://ebible.org/apb/","0","0","0","27","260","7843","0","0","0","APBWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","abp2005eb","","ltr","True","DejaVu Serif","Sa'a New Testament","","Latin","2023-04-22"
"ape","apeB","Bukiyip","Bukiyip","Mountain Arapesh","png.bible","God Ananin Balan","New Testament in Bukiyip Mountain Arapesh; ape","True","Copyright © 2013 Wycliffe Bible Translators, Inc.","2015-03-17","http://png.bible/apeB/","0","0","0","27","260","7834","0","0","0","APEBWB","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","apeB2013eb","03286","ltr","True","Gentium","Bukiyip NT","978-1-5313-0043-2","Latin","2015-03-18"
"ape","apec","Coastal Arapesh","Bukiyip","Central","png.bible","IRUHIN ANANIN BARAEN","The New Testament in the Coastal Arapesh dialect of the Bukiyip language of Papua New Guinea","True","Copyright © 2003 Wycliffe Bible Translators, Inc.","2021-05-07","http://png.bible/apec/","0","0","0","27","260","7832","0","0","0","APECCE","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","apec2003eb","","ltr","True","DejaVu Serif","Coastal Arapesh NT","","Latin","2021-05-08"
"apn","apnNT","Apinayé","Apinayé","","ebible.org","Tĩrtũm kapẽr ã kagà nyw","New Testament in Apinayé (BR:apn:Apinayé)","True","Copyright © 1999 Wycliffe Bible Translators, Inc.","2014-04-21","http://ebible.org/apnNT/","0","0","0","27","260","7195","0","0","0","APNWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","apn1999eb","","ltr","True","Gentium","Apinayé NT","978-1-5313-0044-9","Latin","2014-04-22"
"app","app","Apma","Apma","","ebible.org","Jona","The Book of Jonah in the Apma language of Vanuatu","True","Copyright © 2019 Pioneer Bible Translators","2024-04-27","http://ebible.org/app/","1","4","48","0","0","0","0","0","0","APPPBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","apppbt2019eb","","ltr","True","Andika","Apma Jona","","Latin","2024-04-27"
"apr","apr","Arop-Lokep","Arop-Lokep","Arop","png.bible","Rau Ke Maro","The New Testament in the Arop dialect of the Arop-Lokep language of Papua New Guinea","True","Copyright © 2022 Wycliffe Bible Translators, Inc.","2024-02-23","http://png.bible/apr/","0","0","0","27","260","7889","0","0","0","APRWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","apr2013eb","","ltr","True","Gentium Plus","Arop-Lokep","978-1-5313-0045-6","Latin","2024-02-23"
"apu","apuNT","Apurinã","Apurinã","","ebible.org","Teoso sãkire amaneri","New Testament in Apurinã (BR:apu:Apurinã)","True","Copyright © 2004 Wycliffe Bible Translators, Inc.","2014-04-21","http://ebible.org/apuNT/","0","0","0","27","260","7955","0","0","0","APUWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","apu2004eb","","ltr","True","Gentium","Apurinã NT","978-1-5313-0047-0","Latin","2014-04-22"
"apw","apwNT","Western Apache","Apache, Western","","ebible.org","The New Testament of our Lord and Saviour Jesus Christ","New Testament in Apache, Western (US:apw:Apache, Western)","True","Copyright © 2012 Wycliffe Bible Translators, Inc.","2014-04-21","http://ebible.org/apwNT/","0","0","0","27","260","7954","0","0","0","APWWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","apw2012eb","","ltr","True","Gentium","Western Apache NT","978-1-5313-0048-7","Latin","2021-10-19"
"apy","apyNT","Apalaí","Apalaí","","ebible.org","Ritonõpo Omiry: A Bíblia Sagrada na língua Aparai do Brasil","New Testament in Apalaí (BR:apy:Apalaí)","False","Copyright © 2017 Wycliffe Bible Translators, Inc.","2020-11-10","http://ebible.org/apyNT/","39","929","22636","27","260","7921","0","0","0","APYWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","apy2017eb","","ltr","True","Gentium","Apalai NT","978-1-5313-0049-4","Latin","2014-04-22"
"apz","apz","Ampeeli-Wojokeso","Safeyoka","","png.bible","Mpohwoe Hungkuno Songofoho","The New Testament and Genesis in the  Safeyoka (Ampeeli-Wojokeso) language of Papua New Guinea","True","Copyright © 1988 Wycliffe Bible Translators, Inc.","2011-12-15","http://png.bible/apz/","0","0","0","27","260","7844","0","0","0","APZPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","apz1988eb","","ltr","True","Andika","Ampeeli-Wojokeso NT+Genesis","978-1-5313-0050-0","Latin","2020-10-09"
"arb","arbnav","العربية","Arabic, Standard","","ebible.org","كتاب الحياة مجانى","Biblica® Open New Arabic Version 2012","True","Copyright © 1988, 1997, 2012 Biblica, Inc.® ح‫قوق الطبع","2024-06-10","http://ebible.org/arbnav/","39","929","23145","27","260","7958","0","0","0","ARZNAV","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","arbnav2012eb","","rtl","True","Amiri","New Arabic Version (Book of Life)","","Arabic","2024-06-10"
"arb","arb-vd","العربية","Arabic","standard","ebible.org","الكتاب المقدس باللغة العربية، فان دايك","Arabic Van Dyck translation of the Holy Bible","True","public domain","2020-08-03","http://ebible.org/arb-vd/","39","929","23145","27","260","7959","0","0","0","ARZVDV","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","arbVDeb","","rtl","True","Amiri","Arabic Van Dyck Bible","978-1-5313-0051-7","Arabic","2022-04-21"
"arb","arbwbtc","العربية","Arabic","Standard","inscript.org","الكتاب المقدس باللغة العربية - الترجمة المبسطة","The Holy Bible in Arabic, Easy Reading Version","False","Copyright © 2007 World Bible Translation Center","2015-06-09","http://inscript.org/arbwbtc/","39","929","23145","27","260","7958","0","0","0","ARAWTC","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","arbWBTC2007eb","","rtl","True","Amiri","WBTC Arabic Bible","","Arabic","2020-10-09"
"are","are","Western Arrarnta","Arrarnta, Western","","ebible.org","Altjirraka angkatja  - Arrarnturna kngartiwukala","The New Testament in the Western Arrarnta language of Australia","True","Copyright © 1997 Bible Society of Australia","2019-05-14","http://ebible.org/are/","0","0","0","27","260","7917","0","0","0","AREBSA","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","are1997eb","","ltr","True","DejaVu Serif","Western Arrarnta NT","","Latin","2019-05-13"
"arl","arlNT","Arabela","Arabela","","ebible.org","Quiarinio pueyaso rupaa pa jiyaniijia Jesucristojiniji pueyano rupaajinia","New Testament in Arabela (PE:arl:Arabela)","True","Copyright © 2008 Wycliffe Bible Translators, Inc.","2014-04-21","http://ebible.org/arlNT/","0","0","0","27","260","7912","0","0","0","ARLWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","arl2008eb","","ltr","True","Gentium","Arabela NT","978-1-5313-0052-4","Latin","2014-04-22"
"arn","arnNT","Mapudungun","Mapudungun","","ebible.org","Ngünechen ñi Küme Dungu","New Testament in Mapudungun (CI:arn:Mapudungun)","True","Copyright © 2011 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/arnNT/","0","0","0","27","260","7923","0","0","0","ARNSBU","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","arn2011eb","","ltr","True","Gentium","Mapudungun NT","978-1-5313-0053-1","Latin","2014-04-30"
"arp","arp","Arapaho","Arapaho","","ebible.org","Hethadenee waunauyaunee vadan Luke Vanenāna","The Gospel According to Luke in the Arapaho Language of the United States of America","True","public domain","2015-05-06","http://ebible.org/arp/","0","0","0","1","24","1151","0","0","0","ARPABS","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","arp1903eb","","ltr","True","Gentium","Arapaho Luke","978-1-5313-0054-8","Latin","2022-01-29"
"arq","arq","Arabic, Algerian Spoken","Arabic, Algerian Spoken","","ebible.org","العهد الجديد باللهجة الجزائرية","Arabic, Algerian Spoken: Arabe Algerian NT","False","Copyright © 2018 United Bible Societies","2020-11-10","http://ebible.org/arq/","0","0","0","27","260","7946","0","0","0","ARQUBS","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","arq2018eb","","rtl","True","Amiri","Arabic, Algerian Spoken: Arabe Algerian NT","","Arabic","2020-11-11"
"asm","asmfb","অসমীয়া","Assamese","Standard","ebible.org","ইণ্ডিয়ান ৰিভাইচ ভাৰচন (IRV) আচামিচ - 2019","The Indian Revised Version Holy Bible in the Assamese Language of India","True","Copyright © 2017, 2018 Bridge Connectivity Solutions","2020-02-11","http://ebible.org/asmfb/","39","929","23137","27","260","7955","0","0","0","ASMIRV","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","asmfb2017eb","","ltr","True","DejaVu Serif","Assamese Indian Revised Version Bible","","Bengali","2020-01-24"
"aso","aso","Dano","Dano","","png.bible","MONO' GODOLO GOSOHO'","The New Testament in the Dano (Upper Asaro) language of Papua New Guinea","True","Copyright © 1989 Wycliffe Bible Translators, Inc.","2014-06-24","http://png.bible/aso/","0","0","0","27","260","7714","0","0","0","ASOTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","aso1989eb","","ltr","True","Andika","Dano NT","978-1-5313-0055-5","Latin","2020-10-09"
"ata","ata","Pele-Ata","Pele-Ata","","png.bible","Vaikala Noxou Lataua","The New Testament plus Genesis and Jonah in the Ata language of West New Britain, Papua New Guinea","True","Copyright © 2009 The Bible Society of Papua New Guinea","2013-01-05","http://png.bible/ata/","2","54","1550","27","260","7891","0","0","0","ATAPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","ata2009eb","","ltr","True","Andika","Ata Bible","978-1-5313-0056-2","Latin","2020-10-09"
"atb","atbNT","Zaiwa","Zaiwa","","ebible.org","Chyoiyúng chyumlaiká: dangshikaq asik; Zaiwa","New Testament in Zaiwa","True","Copyright © 2009 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/atbNT/","0","0","0","27","260","7937","0","0","0","ATBWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","atb2009eb","","ltr","True","Gentium","Zaiwa NT","978-1-5313-0057-9","Latin","2014-05-01"
"atd","atdNT","Manobo, Ata","Manobo, Ata","","ebible.org","Kasulatan to Magboboot","New Testament in Manobo, Ata","True","Copyright © 2000 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/atdNT/","0","0","0","27","260","7852","0","0","0","ATDWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","atd2000eb","","ltr","True","Gentium","Ata Manobo NT","978-1-5313-0058-6","Latin","2014-04-30"
"atg","atgNT","Ivbie North-Okpela-Arhe","Ivbie North-Okpela-Arhe","","ebible.org","Ebe-No-Pfuasẹ Ishobọ Onogbọ","New Testament in Ivbie North-Okpela-Arhe (NI:atg:Ivbie North-Okpela-Arhe)","True","Copyright © 2012 Wycliffe Bible Translators, Inc.","2019-08-09","http://ebible.org/atgNT/","0","0","0","27","260","7949","0","0","0","ATGWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","atg2012eb","","ltr","True","Gentium","Ivbie North-Okpela-Arhe NT","978-1-5313-0059-3","Latin","2014-04-25"
"att","att","Pamplona Atta","Atta, Pamplona","","ebible.org","Yù bilin ni Namarò nga meyannung kâ Apu Kesu Kiristu: Yù bagu nga tarátu ni Namarò sù ira nga mangikatalà kâ Apu Kesu Kiristu","New Testament in Atta, Pamplona","True","Copyright © 1996 Wycliffe Bible Translators, Inc.","2014-08-06","http://ebible.org/att/","0","0","0","27","260","7959","0","0","0","ATTWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","att1996eb","","ltr","True","Gentium","Pamplona Atta NT","978-1-5313-0060-9","Latin","2014-07-29"
"auc","aucNT","Waorani","Waorani","","ebible.org","Wængonguï nänö Apæ̈negaïnö","New Testament in Waorani (EC:auc:Waorani)","True","Copyright © 2009 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/aucNT/","0","0","0","27","260","7954","0","0","0","AUCWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","auc2009eb","","ltr","True","Gentium","Waorani NT","978-1-5313-0061-6","Latin","2014-05-01"
"aui","aui","Anuki","Anuki","","png.bible","Buk Baibel long Anuki","Portions of the Holy Bible in the Anuki language of Papua New Guinea","True","Copyright © 2010-2016 Wycliffe Bible Translators, Inc.","2014-06-02","http://png.bible/aui/","28","224","2446","2","44","1641","0","0","0","AUIWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","aui2016eb","","ltr","True","Andika","Anuki Bible Portions","978-1-5313-0062-3","Latin","2020-10-09"
"auu","auu","Auye","Auye","","ebible.org","Ogatamee Me Etokaa Gipii See Menaa","Auye: Ogatamee Me Etokaa Gipii See Menaa (Bible)","False","Copyright © 2020 Wycliffe Bible Translators, Inc.","2020-11-11","http://ebible.org/auu/","0","0","0","27","260","7949","0","0","0","AUUWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","auu2020eb","","ltr","True","DejaVu Serif","Auye: Ogatamee Me Etokaa Gipii See Menaa (Bible)","","Latin","2020-11-12"
"auy","auy","Awiyaana","Awiyaana","","png.bible","Aú-aai símai kááísamakain-aai","The New Testament in the Awiyaana language of Papua New Guinea","True","Copyright © 1984 Wycliffe Bible Translators, Inc.","2013-08-17","http://png.bible/auy/","0","0","0","27","260","7779","0","0","0","AUYTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","auy1984eb","","ltr","True","Andika","Awiyaana NT","978-1-5313-0063-0","Latin","2020-10-09"
"avt","avt","Au","Au","","png.bible","Hɨm Yaaim Me God","The New Testament in the Au language of Papua New Guinea","True","Copyright © 1992 Wycliffe Bible Translators, Inc.","2014-12-03","http://png.bible/avt/","0","0","0","27","260","7880","0","0","0","AVTWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","avt1992eb","","ltr","True","Andika","Au NT","978-1-5313-0064-7","Latin","2020-10-09"
"avu","avu","Avokaya","Avokaya","","ebible.org","Tã-drı̣̃ Lẽlẽ Óꞌdí Óvârí Kâ","Avokaya: Tã-drı̣̃ Lẽlẽ Óꞌdí Óvârí Kâ New Testament","False","Copyright © 2002 Wycliffe Bible Translators, Inc.","2020-11-13","http://ebible.org/avu/","0","0","0","27","260","7593","0","0","0","AVUWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","avu2002eb","","ltr","True","DejaVu Serif","Avokaya NT","","Latin","2020-11-14"
"awb","awb","Awa","Awa","","png.bible","Manikáne O Ehwehne","God's New Talk: The New Testament in the Awa Language of Papua New Guinea","True","Copyright © 1974, 1997 Wycliffe Bible Translators, Inc.","2013-12-11","http://png.bible/awb/","0","0","0","27","260","7938","0","0","0","AWBTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","awb1997eb","","ltr","True","Gentium Plus","Awa NT","978-1-5313-0065-4","Latin","2020-10-09"
"awk","awk","Awabakalkoba","Awabakal","","ebible.org","EUANGELION UNNI TA JESU-ÚBA CHRIST-KO-BA UPATOARA LUKA-UMBA","The Gospel According to Luke in the Awabakal language of Australia","True","public domain","2020-03-03","http://ebible.org/awk/","0","0","0","1","24","1136","0","0","0","AWKBSA","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","awk1892eb","","ltr","True","DejaVu Serif","Awabakal Luke","","Latin","2020-03-03"
"awx","awx","Awara","Awara","","png.bible","Awara Baibel","Genesis, Ruth, and Jonah in the Awara Language of Papua New Guinea","True","Copyright © 2011 Wycliffe Bible Translators, Inc.","2014-12-29","http://png.bible/awx/","3","58","1637","0","0","0","0","0","0","AWXWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","awx2011eb","","ltr","True","Andika","Awara Bible portions","978-1-5313-0066-1","Latin","2020-10-09"
"ayz","ayz","Mai Brat","Mai Brat","","ebible.org","Watum ro Tuhan Bosi ro Tna","Mai Brat: Watum ro Tuhan Bosi ro Tna (New Testament+)","False","Copyright © 2005 Wycliffe Bible Translators, Inc.","2020-11-11","http://ebible.org/ayz/","0","0","0","27","260","7796","0","0","0","AYZWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","ayz2005eb","","ltr","True","DejaVu Serif","Mai Brat: Watum ro Tuhan Bosi ro Tna (New Testament+)","","Latin","2020-11-12"
